turn,event_type,topic_label,centroid_drift
1,new_node,topic_1,0.0
2,new_node,topic_2,0.0
3,centroid_update,topic_2,41.19046401977539
4,centroid_update,topic_2,23.960771560668945
5,centroid_update,topic_2,15.42790412902832
6,centroid_update,topic_2,13.458715438842773
7,centroid_update,topic_2,10.879558563232422
8,centroid_update,topic_2,9.9644136428833
9,centroid_update,topic_2,8.126742362976074
10,centroid_update,topic_2,5.927135944366455
11,centroid_update,topic_2,4.781783103942871
12,centroid_update,topic_2,4.946804523468018
13,centroid_update,topic_2,4.031302452087402
14,centroid_update,topic_2,4.30709981918335
15,centroid_update,topic_2,4.023306369781494
16,centroid_update,topic_2,4.068945407867432
17,centroid_update,topic_2,3.539788246154785
18,centroid_update,topic_2,2.9887819290161133
19,centroid_update,topic_2,2.7203667163848877
20,centroid_update,topic_2,2.917313575744629
21,centroid_update,topic_2,2.4302268028259277
22,centroid_update,topic_2,2.672321081161499
23,centroid_update,topic_2,2.580986499786377
24,centroid_update,topic_2,2.6513960361480713
25,centroid_update,topic_2,2.3611764907836914
26,centroid_update,topic_2,2.0616073608398438
27,centroid_update,topic_2,1.9048799276351929
28,centroid_update,topic_2,2.071884870529175
29,centroid_update,topic_2,1.7423142194747925
30,centroid_update,topic_2,1.938920021057129
31,centroid_update,topic_2,1.901456356048584
32,centroid_update,topic_2,1.9671553373336792
33,centroid_update,topic_2,1.7719498872756958
34,centroid_update,topic_2,1.5740983486175537
35,centroid_update,topic_2,1.4662480354309082
36,centroid_update,topic_2,1.606990098953247
37,centroid_update,topic_2,1.3585617542266846
38,centroid_update,topic_2,1.521811842918396
39,centroid_update,topic_2,1.5055452585220337
40,centroid_update,topic_2,1.8809261322021484
41,centroid_update,topic_2,1.411577820777893
42,centroid_update,topic_2,1.2767982482910156
43,centroid_update,topic_2,1.188143014907837
44,centroid_update,topic_2,1.3111079931259155
45,centroid_update,topic_2,1.1129672527313232
46,centroid_update,topic_2,1.248013973236084
47,centroid_update,topic_2,1.2381486892700195
48,centroid_update,topic_2,1.3280819654464722
49,centroid_update,topic_2,1.177374005317688
50,centroid_update,topic_2,1.0712013244628906
51,centroid_update,topic_2,1.0012550354003906
52,centroid_update,topic_2,1.1081956624984741
53,centroid_update,topic_2,0.9428032040596008
54,centroid_update,topic_2,1.060788869857788
55,centroid_update,topic_2,1.0570600032806396
56,centroid_update,topic_2,1.1312624216079712
57,centroid_update,topic_2,1.0099104642868042
58,centroid_update,topic_2,0.9227184653282166
59,centroid_update,topic_2,0.8652550578117371
60,centroid_update,topic_2,0.9597514271736145
61,centroid_update,topic_2,0.8178587555885315
62,centroid_update,topic_2,0.922480583190918
63,centroid_update,topic_2,0.9222494959831238
64,centroid_update,topic_2,0.9852567911148071
65,centroid_update,topic_2,0.8841934204101562
66,centroid_update,topic_2,0.8104289174079895
67,centroid_update,topic_2,0.7618252038955688
68,centroid_update,topic_2,0.846417248249054
69,centroid_update,topic_2,0.7221996188163757
70,centroid_update,topic_2,0.8161143064498901
71,centroid_update,topic_2,0.8179692029953003
72,centroid_update,topic_2,0.8726351261138916
73,centroid_update,topic_2,0.786332368850708
74,centroid_update,topic_2,0.7225264310836792
75,centroid_update,topic_2,0.9210192561149597
76,centroid_update,topic_2,0.7567297220230103
77,centroid_update,topic_2,0.6451905965805054
78,centroid_update,topic_2,0.7315011024475098
79,centroid_update,topic_2,0.73493492603302
80,centroid_update,topic_2,0.782584547996521
81,centroid_update,topic_2,0.7067695260047913
82,centroid_update,topic_2,0.6505999565124512
83,new_node,topic_3,0.0
84,centroid_update,topic_2,1.0059889554977417
85,centroid_update,topic_2,0.9145140647888184
86,centroid_update,topic_2,0.8400273323059082
87,centroid_update,topic_2,0.8827078342437744
88,centroid_update,topic_2,0.9505457878112793
89,centroid_update,topic_2,0.93878573179245
90,centroid_update,topic_2,0.8469129204750061
91,centroid_update,topic_2,0.8399653434753418
92,centroid_update,topic_2,0.8673284649848938
93,centroid_update,topic_2,0.7859093546867371
94,centroid_update,topic_2,0.7225151062011719
95,centroid_update,topic_2,0.7631643414497375
96,centroid_update,topic_2,0.8266000747680664
97,centroid_update,topic_2,0.8210287094116211
98,centroid_update,topic_2,0.7396446466445923
99,centroid_update,topic_2,0.7312381267547607
100,centroid_update,topic_2,0.7598258256912231
101,centroid_update,topic_2,0.6863831877708435
102,centroid_update,topic_2,0.6317270398139954
103,centroid_update,topic_2,0.6700853705406189
104,centroid_update,topic_2,0.7292494177818298
105,centroid_update,topic_2,0.7282048463821411
106,centroid_update,topic_2,0.6553065180778503
107,centroid_update,topic_2,0.6454840302467346
108,centroid_update,topic_2,0.674551248550415
109,centroid_update,topic_2,0.6076126098632812
110,centroid_update,topic_2,0.5599972605705261
111,centroid_update,topic_2,0.5960195064544678
112,centroid_update,topic_2,0.6511669158935547
113,centroid_update,topic_2,0.6534887552261353
114,centroid_update,topic_2,0.5875990390777588
115,centroid_update,topic_2,0.5764976739883423
116,centroid_update,topic_2,0.6055759191513062
117,centroid_update,topic_2,0.5440599918365479
118,centroid_update,topic_2,0.5022205710411072
119,centroid_update,topic_2,0.5359715819358826
120,centroid_update,topic_2,0.5874040722846985
121,centroid_update,topic_2,0.5922585129737854
122,centroid_update,topic_3,38.996700286865234
123,centroid_update,topic_2,0.5260074734687805
124,centroid_update,topic_2,0.5545147657394409
125,centroid_update,topic_2,0.4974832832813263
126,centroid_update,topic_2,0.4602695107460022
127,centroid_update,topic_2,0.4915599822998047
128,centroid_update,topic_2,0.5400118827819824
129,centroid_update,topic_2,0.5465797185897827
130,centroid_update,topic_2,0.49396130442619324
131,centroid_update,topic_2,0.47811323404312134
132,centroid_update,topic_2,0.5061994194984436
133,centroid_update,topic_2,0.4531621038913727
134,centroid_update,topic_2,0.4200519323348999
135,centroid_update,topic_2,0.44936472177505493
136,centroid_update,topic_2,0.4946693181991577
